season,match_round,player_name,player_team,cc_votes
2017,9,Dayne Zorko,Brisbane Lions,1
2017,9,Stefan Martin,Brisbane Lions,0
2017,9,Daniel Rich,Brisbane Lions,0
2017,9,Ryan Harwood,Brisbane Lions,0
2017,9,Claye Beams,Brisbane Lions,0
2017,9,Ryan Lester,Brisbane Lions,0
2017,9,Josh Walker,Brisbane Lions,0
2017,9,Tom Bell,Brisbane Lions,0
2017,9,Sam Mayes,Brisbane Lions,0
2017,9,Marco Paparone,Brisbane Lions,0
2017,9,Michael Close,Brisbane Lions,0
2017,9,Lewis Taylor,Brisbane Lions,0
2017,9,Nick Robertson,Brisbane Lions,0
2017,9,Darcy Gardiner,Brisbane Lions,0
2017,9,Harris Andrews,Brisbane Lions,0
2017,9,Jake Barrett,Brisbane Lions,0
2017,9,Ben Keays,Brisbane Lions,0
2017,9,Eric Hipwood,Brisbane Lions,0
2017,9,Matthew Hammelmann,Brisbane Lions,0
2017,9,Jarrod Berry,Brisbane Lions,0
2017,9,Hugh McCluggage,Brisbane Lions,0
2017,9,Marc Murphy,Carlton,4
2017,9,Kade Simpson,Carlton,0
2017,9,Dale Thomas,Carlton,0
2017,9,Bryce Gibbs,Carlton,0
2017,9,Matthew Kreuzer,Carlton,0
2017,9,Alex Silvagni,Carlton,0
2017,9,Ed Curnow,Carlton,0
2017,9,Matthew Wright,Carlton,0
2017,9,Levi Casboult,Carlton,0
2017,9,Lachie Plowman,Carlton,0
2017,9,Sam Rowe,Carlton,0
2017,9,Sam Docherty,Carlton,0
2017,9,Nick Graham,Carlton,0
2017,9,Patrick Cripps,Carlton,0
2017,9,Caleb Marchbank,Carlton,0
2017,9,Jacob Weitering,Carlton,0
2017,9,Charlie Curnow,Carlton,0
2017,9,Jack Silvagni,Carlton,0
2017,9,David Cuningham,Carlton,0
2017,9,Sam Petrevski-Seton,Carlton,0
2017,9,Tom Williamson,Carlton,0
2017,9,Zac Fisher,Carlton,0
2017,9,Scott Pendlebury,Collingwood,10
2017,9,Adam Treloar,Collingwood,5
2017,9,Jeremy Howe,Collingwood,5
2017,9,Taylor Adams,Collingwood,4
2017,9,Steele Sidebottom,Collingwood,1
2017,9,Daniel Wells,Collingwood,0
2017,9,Lynden Dunn,Collingwood,0
2017,9,Tyson Goldsack,Collingwood,0
2017,9,Levi Greenwood,Collingwood,0
2017,9,Jarryd Blair,Collingwood,0
2017,9,Alex Fasolo,Collingwood,0
2017,9,Will Hoskin-Elliott,Collingwood,0
2017,9,Jack Crisp,Collingwood,0
2017,9,Jamie Elliott,Collingwood,0
2017,9,Brodie Grundy,Collingwood,0
2017,9,James Aish,Collingwood,0
2017,9,Jordan De Goey,Collingwood,0
2017,9,Henry Schade,Collingwood,0
2017,9,Brayden Maynard,Collingwood,0
2017,9,Darcy Moore,Collingwood,0
2017,9,Josh Smith,Collingwood,0
2017,9,Tom Phillips,Collingwood,0
2017,9,Joe Daniher,Essendon,9
2017,9,Michael Hurley,Essendon,9
2017,9,David Zaharakis,Essendon,5
2017,9,Zach Merrett,Essendon,5
2017,9,Jobe Watson,Essendon,2
2017,9,James Kelly,Essendon,0
2017,9,Brendon Goddard,Essendon,0
2017,9,Matthew Leuenberger,Essendon,0
2017,9,David Myers,Essendon,0
2017,9,Cale Hooker,Essendon,0
2017,9,Travis Colyer,Essendon,0
2017,9,Matt Dea,Essendon,0
2017,9,Dyson Heppell,Essendon,0
2017,9,Josh Green,Essendon,0
2017,9,Mark Baguley,Essendon,0
2017,9,James Stewart,Essendon,0
2017,9,Orazio Fantasia,Essendon,0
2017,9,Conor McKenna,Essendon,0
2017,9,Anthony McDonald-Tipungwuti,Essendon,0
2017,9,Darcy Parish,Essendon,0
2017,9,Michael Hartley,Essendon,0
2017,9,Andrew McGrath,Essendon,0
2017,9,Lachie Neale,Fremantle,9
2017,9,Michael Walters,Fremantle,9
2017,9,Michael Johnson,Fremantle,4
2017,9,David Mundy,Fremantle,4
2017,9,Aaron Sandilands,Fremantle,0
2017,9,Danyle Pearce,Fremantle,0
2017,9,Garrick Ibbotson,Fremantle,0
2017,9,Stephen Hill,Fremantle,0
2017,9,Nat Fyfe,Fremantle,0
2017,9,Bradley Hill,Fremantle,0
2017,9,Lee Spurr,Fremantle,0
2017,9,Hayden Crozier,Fremantle,0
2017,9,Cam Sutcliffe,Fremantle,0
2017,9,Matt Taberner,Fremantle,0
2017,9,Shane Kersten,Fremantle,0
2017,9,Cam McCarthy,Fremantle,0
2017,9,Joel Hamling,Fremantle,0
2017,9,Lachie Weller,Fremantle,0
2017,9,Ed Langdon,Fremantle,0
2017,9,Connor Blakely,Fremantle,0
2017,9,Brady Grey,Fremantle,0
2017,9,Ethan Hughes,Fremantle,0
2017,9,Patrick Dangerfield,Geelong,10
2017,9,Joel Selwood,Geelong,7
2017,9,Zach Tuohy,Geelong,4
2017,9,Zac Smith,Geelong,4
2017,9,Andrew Mackie,Geelong,0
2017,9,Tom Lonergan,Geelong,0
2017,9,Tom Hawkins,Geelong,0
2017,9,Lachie Henderson,Geelong,0
2017,9,Harry Taylor,Geelong,0
2017,9,Scott Selwood,Geelong,0
2017,9,Mitch Duncan,Geelong,0
2017,9,Steven Motlop,Geelong,0
2017,9,Daniel Menzel,Geelong,0
2017,9,Jordan Murdoch,Geelong,0
2017,9,Mark Blicavs,Geelong,0
2017,9,Jed Bews,Geelong,0
2017,9,Nakia Cockatoo,Geelong,0
2017,9,Jake Kolodjashnij,Geelong,0
2017,9,Sam Menegola,Geelong,0
2017,9,Tom Stewart,Geelong,0
2017,9,James Parsons,Geelong,0
2017,9,Mark O'Connor,Geelong,0
2017,9,Josh Kelly,Greater Western Sydney,5
2017,9,Tom Scully,Greater Western Sydney,3
2017,9,Steve Johnson,Greater Western Sydney,0
2017,9,Heath Shaw,Greater Western Sydney,0
2017,9,Shane Mumford,Greater Western Sydney,0
2017,9,Callan Ward,Greater Western Sydney,0
2017,9,Sam J. Reid,Greater Western Sydney,0
2017,9,Matt de Boer,Greater Western Sydney,0
2017,9,Phil Davis,Greater Western Sydney,0
2017,9,Jeremy Cameron,Greater Western Sydney,0
2017,9,Toby Greene,Greater Western Sydney,0
2017,9,Dylan Shiel,Greater Western Sydney,0
2017,9,Adam Tomlinson,Greater Western Sydney,0
2017,9,Nathan Wilson,Greater Western Sydney,0
2017,9,Jonathon Patton,Greater Western Sydney,0
2017,9,Lachie Whitfield,Greater Western Sydney,0
2017,9,Zac Williams,Greater Western Sydney,0
2017,9,Aidan Corr,Greater Western Sydney,0
2017,9,Rory Lobb,Greater Western Sydney,0
2017,9,Tim Taranto,Greater Western Sydney,0
2017,9,Daniel Lloyd,Greater Western Sydney,0
2017,9,Harry Perryman,Greater Western Sydney,0
2017,9,Tom Mitchell,Hawthorn,5
2017,9,Shaun Burgoyne,Hawthorn,0
2017,9,Luke Hodge,Hawthorn,0
2017,9,Jarryd Roughead,Hawthorn,0
2017,9,Josh Gibson,Hawthorn,0
2017,9,Ben McEvoy,Hawthorn,0
2017,9,Brendan Whitecross,Hawthorn,0
2017,9,Liam Shiels,Hawthorn,0
2017,9,Ty Vickery,Hawthorn,0
2017,9,Ricky Henderson,Hawthorn,0
2017,9,Jack Gunston,Hawthorn,0
2017,9,Paul Puopolo,Hawthorn,0
2017,9,Isaac Smith,Hawthorn,0
2017,9,Luke Breust,Hawthorn,0
2017,9,Taylor Duryea,Hawthorn,0
2017,9,Will Langford,Hawthorn,0
2017,9,Billy Hartung,Hawthorn,0
2017,9,James Sicily,Hawthorn,0
2017,9,Daniel Howe,Hawthorn,0
2017,9,Blake Hardwick,Hawthorn,0
2017,9,Kurt Heatherley,Hawthorn,0
2017,9,Ryan Burton,Hawthorn,0
2017,9,Mitch Hannan,Melbourne,3
2017,9,Michael Hibberd,Melbourne,2
2017,9,Jordan Lewis,Melbourne,0
2017,9,Bernie Vince,Melbourne,0
2017,9,Nathan Jones,Melbourne,0
2017,9,Jeff Garlett,Melbourne,0
2017,9,Neville Jetta,Melbourne,0
2017,9,Jack Watts,Melbourne,0
2017,9,Cameron Pedersen,Melbourne,0
2017,9,Tom McDonald,Melbourne,0
2017,9,Tomas Bugg,Melbourne,0
2017,9,Dom Tyson,Melbourne,0
2017,9,Sam Frost,Melbourne,0
2017,9,Jack Viney,Melbourne,0
2017,9,Dean Kent,Melbourne,0
2017,9,Christian Salem,Melbourne,0
2017,9,Oscar McDonald,Melbourne,0
2017,9,Clayton Oliver,Melbourne,0
2017,9,Josh Wagner,Melbourne,0
2017,9,Jayden Hunt,Melbourne,0
2017,9,Christian Petracca,Melbourne,0
2017,9,Sam Weideman,Melbourne,0
2017,9,Ben Brown,North Melbourne,10
2017,9,Ben Cunnington,North Melbourne,8
2017,9,Scott Thompson,North Melbourne,4
2017,9,Todd Goldstein,North Melbourne,3
2017,9,Jarrad Waite,North Melbourne,0
2017,9,Andrew Swallow,North Melbourne,0
2017,9,Shaun Higgins,North Melbourne,0
2017,9,Lachlan Hansen,North Melbourne,0
2017,9,Jack Ziebell,North Melbourne,0
2017,9,Robbie Tarrant,North Melbourne,0
2017,9,Jamie Macmillan,North Melbourne,0
2017,9,Shaun Atley,North Melbourne,0
2017,9,Aaron Mullett,North Melbourne,0
2017,9,Marley Williams,North Melbourne,0
2017,9,Sam Gibson,North Melbourne,0
2017,9,Nathan Hrovat,North Melbourne,0
2017,9,Taylor Garner,North Melbourne,0
2017,9,Luke McDonald,North Melbourne,0
2017,9,Kayne Turner,North Melbourne,0
2017,9,Mason Wood,North Melbourne,0
2017,9,Ryan Clarke,North Melbourne,0
2017,9,Ed Vickers-Willis,North Melbourne,0
2017,9,Alex Rance,Richmond,10
2017,9,Dustin Martin,Richmond,8
2017,9,Toby Nankervis,Richmond,2
2017,9,David Astbury,Richmond,1
2017,9,Trent Cotchin,Richmond,1
2017,9,Shane Edwards,Richmond,0
2017,9,Bachar Houli,Richmond,0
2017,9,Jack Riewoldt,Richmond,0
2017,9,Shaun Grigg,Richmond,0
2017,9,Dylan Grimes,Richmond,0
2017,9,Dion Prestia,Richmond,0
2017,9,Brandon Ellis,Richmond,0
2017,9,Anthony Miles,Richmond,0
2017,9,Sam Lloyd,Richmond,0
2017,9,Kamdyn McIntosh,Richmond,0
2017,9,Kane Lambert,Richmond,0
2017,9,Connor Menadue,Richmond,0
2017,9,Daniel Rioli,Richmond,0
2017,9,Jayden Short,Richmond,0
2017,9,Jason Castagna,Richmond,0
2017,9,Ivan Soldo,Richmond,0
2017,9,Shai Bolton,Richmond,0
2017,9,Sebastian Ross,St Kilda,1
2017,9,Nick Riewoldt,St Kilda,0
2017,9,Leigh Montagna,St Kilda,0
2017,9,Sam Gilbert,St Kilda,0
2017,9,Nathan Brown,St Kilda,0
2017,9,Jarryn Geary,St Kilda,0
2017,9,Jack Steven,St Kilda,0
2017,9,Dylan Roberton,St Kilda,0
2017,9,Koby Stevens,St Kilda,0
2017,9,Jake Carlisle,St Kilda,0
2017,9,Maverick Weller,St Kilda,0
2017,9,Jack Newnes,St Kilda,0
2017,9,Billy Longer,St Kilda,0
2017,9,Jack Billings,St Kilda,0
2017,9,Luke Dunstan,St Kilda,0
2017,9,Blake Acres,St Kilda,0
2017,9,Tim Membrey,St Kilda,0
2017,9,Jack Sinclair,St Kilda,0
2017,9,Paddy McCartin,St Kilda,0
2017,9,Daniel McKenzie,St Kilda,0
2017,9,Jack Steele,St Kilda,0
2017,9,Jade Gresham,St Kilda,0
2017,9,Dan Hannebery,Sydney,10
2017,9,Jake Lloyd,Sydney,8
2017,9,Josh P. Kennedy,Sydney,6
2017,9,Nic Newman,Sydney,3
2017,9,Nick Smith,Sydney,2
2017,9,Lance Franklin,Sydney,0
2017,9,Heath Grundy,Sydney,0
2017,9,Kurt Tippett,Sydney,0
2017,9,Gary Rohan,Sydney,0
2017,9,Sam Reid,Sydney,0
2017,9,Luke Parker,Sydney,0
2017,9,Harry Cunningham,Sydney,0
2017,9,Dane Rampe,Sydney,0
2017,9,Callum Sinclair,Sydney,0
2017,9,Zak Jones,Sydney,0
2017,9,Dean Towers,Sydney,0
2017,9,Isaac Heeney,Sydney,0
2017,9,George Hewett,Sydney,0
2017,9,Callum Mills,Sydney,0
2017,9,Tom Papley,Sydney,0
2017,9,Will Hayward,Sydney,0
2017,9,Lewis Melican,Sydney,0
2017,9,Sam Mitchell,West Coast,0
2017,9,Sam Butler,West Coast,0
2017,9,Mark LeCras,West Coast,0
2017,9,Shannon Hurn,West Coast,0
2017,9,Josh J. Kennedy,West Coast,0
2017,9,Matt Priddis,West Coast,0
2017,9,Chris Masten,West Coast,0
2017,9,Sharrod Wellingham,West Coast,0
2017,9,Jack Redden,West Coast,0
2017,9,Luke Shuey,West Coast,0
2017,9,Brad Sheppard,West Coast,0
2017,9,Jack Darling,West Coast,0
2017,9,Andrew Gaff,West Coast,0
2017,9,Jamie Cripps,West Coast,0
2017,9,Nathan Vardy,West Coast,0
2017,9,Elliot Yeo,West Coast,0
2017,9,Dom Sheed,West Coast,0
2017,9,Jeremy McGovern,West Coast,0
2017,9,Liam Duggan,West Coast,0
2017,9,Fraser McInnes,West Coast,0
2017,9,Tom Barrass,West Coast,0
2017,9,Kurt Mutimer,West Coast,0
2017,9,Caleb Daniel,Western Bulldogs,4
2017,9,Mitch Wallis,Western Bulldogs,1
2017,9,Robert Murphy,Western Bulldogs,0
2017,9,Dale Morris,Western Bulldogs,0
2017,9,Travis Cloke,Western Bulldogs,0
2017,9,Matthew Suckling,Western Bulldogs,0
2017,9,Liam Picken,Western Bulldogs,0
2017,9,Easton Wood,Western Bulldogs,0
2017,9,Luke Dahlhaus,Western Bulldogs,0
2017,9,Tory Dickson,Western Bulldogs,0
2017,9,Clay Smith,Western Bulldogs,0
2017,9,Jason Johannisen,Western Bulldogs,0
2017,9,Lin Jong,Western Bulldogs,0
2017,9,Jack Macrae,Western Bulldogs,0
2017,9,Lachie Hunter,Western Bulldogs,0
2017,9,Tom Boyd,Western Bulldogs,0
2017,9,Marcus Bontempelli,Western Bulldogs,0
2017,9,Jack Redpath,Western Bulldogs,0
2017,9,Lukas Webb,Western Bulldogs,0
2017,9,Bailey Dale,Western Bulldogs,0
2017,9,Marcus Adams,Western Bulldogs,0
2017,9,Bailey Williams,Western Bulldogs,0
2017,10,Matt Crouch,Adelaide,10
2017,10,Rory Sloane,Adelaide,7
2017,10,Brad Crouch,Adelaide,7
2017,10,Jake Lever,Adelaide,4
2017,10,Rory Atkins,Adelaide,2
2017,10,Eddie Betts,Adelaide,0
2017,10,Richard Douglas,Adelaide,0
2017,10,David Mackay,Adelaide,0
2017,10,Andy Otten,Adelaide,0
2017,10,Sam Jacobs,Adelaide,0
2017,10,Taylor Walker,Adelaide,0
2017,10,Tom Lynch,Adelaide,0
2017,10,Brodie Smith,Adelaide,0
2017,10,Daniel Talia,Adelaide,0
2017,10,Josh Jenkins,Adelaide,0
2017,10,Luke Brown,Adelaide,0
2017,10,Rory Laird,Adelaide,0
2017,10,Kyle Hartigan,Adelaide,0
2017,10,Charlie Cameron,Adelaide,0
2017,10,Jake Kelly,Adelaide,0
2017,10,Wayne Milera,Adelaide,0
2017,10,Hugh Greenwood,Adelaide,0
2017,10,Dayne Beams,Brisbane Lions,6
2017,10,Dayne Zorko,Brisbane Lions,2
2017,10,Stefan Martin,Brisbane Lions,0
2017,10,Daniel Rich,Brisbane Lions,0
2017,10,Ryan Bastinac,Brisbane Lions,0
2017,10,Ryan Lester,Brisbane Lions,0
2017,10,Sam Mayes,Brisbane Lions,0
2017,10,Marco Paparone,Brisbane Lions,0
2017,10,Lewis Taylor,Brisbane Lions,0
2017,10,Tom Cutler,Brisbane Lions,0
2017,10,Nick Robertson,Brisbane Lions,0
2017,10,Darcy Gardiner,Brisbane Lions,0
2017,10,Daniel McStay,Brisbane Lions,0
2017,10,Harris Andrews,Brisbane Lions,0
2017,10,Jake Barrett,Brisbane Lions,0
2017,10,Ben Keays,Brisbane Lions,0
2017,10,Rhys Mathieson,Brisbane Lions,0
2017,10,Eric Hipwood,Brisbane Lions,0
2017,10,Matthew Hammelmann,Brisbane Lions,0
2017,10,Archie Smith,Brisbane Lions,0
2017,10,Jarrod Berry,Brisbane Lions,0
2017,10,Hugh McCluggage,Brisbane Lions,0
2017,10,Bryce Gibbs,Carlton,10
2017,10,Matthew Kreuzer,Carlton,7
2017,10,Patrick Cripps,Carlton,3
2017,10,Kade Simpson,Carlton,0
2017,10,Marc Murphy,Carlton,0
2017,10,Alex Silvagni,Carlton,0
2017,10,Ed Curnow,Carlton,0
2017,10,Matthew Wright,Carlton,0
2017,10,Liam Sumner,Carlton,0
2017,10,Levi Casboult,Carlton,0
2017,10,Lachie Plowman,Carlton,0
2017,10,Sam Docherty,Carlton,0
2017,10,Nick Graham,Carlton,0
2017,10,Caleb Marchbank,Carlton,0
2017,10,Jacob Weitering,Carlton,0
2017,10,Charlie Curnow,Carlton,0
2017,10,Jack Silvagni,Carlton,0
2017,10,David Cuningham,Carlton,0
2017,10,Harrison Macreadie,Carlton,0
2017,10,Sam Petrevski-Seton,Carlton,0
2017,10,Tom Williamson,Carlton,0
2017,10,Zac Fisher,Carlton,0
2017,10,Scott Pendlebury,Collingwood,9
2017,10,Steele Sidebottom,Collingwood,5
2017,10,Jamie Elliott,Collingwood,4
2017,10,Taylor Adams,Collingwood,3
2017,10,Tyson Goldsack,Collingwood,1
2017,10,Daniel Wells,Collingwood,0
2017,10,Lynden Dunn,Collingwood,0
2017,10,Levi Greenwood,Collingwood,0
2017,10,Jarryd Blair,Collingwood,0
2017,10,Jeremy Howe,Collingwood,0
2017,10,Alex Fasolo,Collingwood,0
2017,10,Will Hoskin-Elliott,Collingwood,0
2017,10,Adam Treloar,Collingwood,0
2017,10,Jack Crisp,Collingwood,0
2017,10,Brodie Grundy,Collingwood,0
2017,10,Tim Broomhead,Collingwood,0
2017,10,Jordan De Goey,Collingwood,0
2017,10,Brayden Maynard,Collingwood,0
2017,10,Darcy Moore,Collingwood,0
2017,10,Matthew Scharenberg,Collingwood,0
2017,10,Josh Smith,Collingwood,0
2017,10,Tom Phillips,Collingwood,0
2017,10,David Zaharakis,Essendon,2
2017,10,Brendon Goddard,Essendon,1
2017,10,James Kelly,Essendon,0
2017,10,Jobe Watson,Essendon,0
2017,10,David Myers,Essendon,0
2017,10,Tom Bellchambers,Essendon,0
2017,10,Cale Hooker,Essendon,0
2017,10,Michael Hurley,Essendon,0
2017,10,Travis Colyer,Essendon,0
2017,10,Matt Dea,Essendon,0
2017,10,Dyson Heppell,Essendon,0
2017,10,Josh Green,Essendon,0
2017,10,Mark Baguley,Essendon,0
2017,10,Joe Daniher,Essendon,0
2017,10,James Stewart,Essendon,0
2017,10,Zach Merrett,Essendon,0
2017,10,Orazio Fantasia,Essendon,0
2017,10,Conor McKenna,Essendon,0
2017,10,Anthony McDonald-Tipungwuti,Essendon,0
2017,10,Darcy Parish,Essendon,0
2017,10,Michael Hartley,Essendon,0
2017,10,Andrew McGrath,Essendon,0
2017,10,Michael Johnson,Fremantle,0
2017,10,David Mundy,Fremantle,0
2017,10,Danyle Pearce,Fremantle,0
2017,10,Jonathon Griffin,Fremantle,0
2017,10,Garrick Ibbotson,Fremantle,0
2017,10,Stephen Hill,Fremantle,0
2017,10,Michael Walters,Fremantle,0
2017,10,Nat Fyfe,Fremantle,0
2017,10,Lachie Neale,Fremantle,0
2017,10,Bradley Hill,Fremantle,0
2017,10,Lee Spurr,Fremantle,0
2017,10,Hayden Crozier,Fremantle,0
2017,10,Cam Sutcliffe,Fremantle,0
2017,10,Matt Taberner,Fremantle,0
2017,10,Shane Kersten,Fremantle,0
2017,10,Cam McCarthy,Fremantle,0
2017,10,Joel Hamling,Fremantle,0
2017,10,Lachie Weller,Fremantle,0
2017,10,Connor Blakely,Fremantle,0
2017,10,Brady Grey,Fremantle,0
2017,10,Ethan Hughes,Fremantle,0
2017,10,Darcy Tucker,Fremantle,0
2017,10,Patrick Dangerfield,Geelong,9
2017,10,Joel Selwood,Geelong,8
2017,10,Mitch Duncan,Geelong,6
2017,10,Andrew Mackie,Geelong,0
2017,10,Tom Hawkins,Geelong,0
2017,10,Lachie Henderson,Geelong,0
2017,10,Harry Taylor,Geelong,0
2017,10,Scott Selwood,Geelong,0
2017,10,Steven Motlop,Geelong,0
2017,10,Daniel Menzel,Geelong,0
2017,10,Cameron Guthrie,Geelong,0
2017,10,Zac Smith,Geelong,0
2017,10,Zach Tuohy,Geelong,0
2017,10,Jordan Murdoch,Geelong,0
2017,10,Mark Blicavs,Geelong,0
2017,10,Jed Bews,Geelong,0
2017,10,Darcy Lang,Geelong,0
2017,10,Jake Kolodjashnij,Geelong,0
2017,10,Sam Menegola,Geelong,0
2017,10,Tom Stewart,Geelong,0
2017,10,James Parsons,Geelong,0
2017,10,Jordan Cunico,Geelong,0
2017,10,Jack Leslie,Gold Coast,2
2017,10,Jarrod Harbrow,Gold Coast,0
2017,10,Pearce Hanley,Gold Coast,0
2017,10,Michael Barlow,Gold Coast,0
2017,10,Brandon Matera,Gold Coast,0
2017,10,David Swallow,Gold Coast,0
2017,10,Steven May,Gold Coast,0
2017,10,Tom J. Lynch,Gold Coast,0
2017,10,Aaron Hall,Gold Coast,0
2017,10,Jarryd Lyons,Gold Coast,0
2017,10,Alex Sexton,Gold Coast,0
2017,10,Jarrod Witts,Gold Coast,0
2017,10,Sean Lemmens,Gold Coast,0
2017,10,Jack Martin,Gold Coast,0
2017,10,Kade Kolodjashnij,Gold Coast,0
2017,10,Touk Miller,Gold Coast,0
2017,10,Adam Saad,Gold Coast,0
2017,10,Peter Wright,Gold Coast,0
2017,10,Jesse Joyce,Gold Coast,0
2017,10,Brayden Fiorini,Gold Coast,0
2017,10,Brad Scheer,Gold Coast,0
2017,10,Will Brodie,Gold Coast,0
2017,10,Callan Ward,Greater Western Sydney,10
2017,10,Dylan Shiel,Greater Western Sydney,5
2017,10,Zac Williams,Greater Western Sydney,3
2017,10,Toby Greene,Greater Western Sydney,3
2017,10,Josh Kelly,Greater Western Sydney,1
2017,10,Heath Shaw,Greater Western Sydney,0
2017,10,Shane Mumford,Greater Western Sydney,0
2017,10,Sam J. Reid,Greater Western Sydney,0
2017,10,Matt de Boer,Greater Western Sydney,0
2017,10,Phil Davis,Greater Western Sydney,0
2017,10,Jeremy Cameron,Greater Western Sydney,0
2017,10,Tim Mohr,Greater Western Sydney,0
2017,10,Adam Tomlinson,Greater Western Sydney,0
2017,10,Nathan Wilson,Greater Western Sydney,0
2017,10,Jonathon Patton,Greater Western Sydney,0
2017,10,Lachie Whitfield,Greater Western Sydney,0
2017,10,Aidan Corr,Greater Western Sydney,0
2017,10,Matthew Kennedy,Greater Western Sydney,0
2017,10,Harry Himmelberg,Greater Western Sydney,0
2017,10,Tim Taranto,Greater Western Sydney,0
2017,10,Daniel Lloyd,Greater Western Sydney,0
2017,10,Harry Perryman,Greater Western Sydney,0
2017,10,Shaun Burgoyne,Hawthorn,9
2017,10,Liam Shiels,Hawthorn,5
2017,10,Luke Hodge,Hawthorn,3
2017,10,Isaac Smith,Hawthorn,2
2017,10,Jarryd Roughead,Hawthorn,0
2017,10,Josh Gibson,Hawthorn,0
2017,10,Ben McEvoy,Hawthorn,0
2017,10,Brendan Whitecross,Hawthorn,0
2017,10,Ty Vickery,Hawthorn,0
2017,10,Ricky Henderson,Hawthorn,0
2017,10,Jack Gunston,Hawthorn,0
2017,10,Paul Puopolo,Hawthorn,0
2017,10,Luke Breust,Hawthorn,0
2017,10,Taylor Duryea,Hawthorn,0
2017,10,Tom Mitchell,Hawthorn,0
2017,10,James Sicily,Hawthorn,0
2017,10,Daniel Howe,Hawthorn,0
2017,10,Kaiden Brand,Hawthorn,0
2017,10,Blake Hardwick,Hawthorn,0
2017,10,Ryan Burton,Hawthorn,0
2017,10,James Cousins,Hawthorn,0
2017,10,Dallas Willsmore,Hawthorn,0
2017,10,Nathan Jones,Melbourne,9
2017,10,Clayton Oliver,Melbourne,6
2017,10,Jeff Garlett,Melbourne,6
2017,10,Jordan Lewis,Melbourne,4
2017,10,Jake Melksham,Melbourne,2
2017,10,Michael Hibberd,Melbourne,1
2017,10,Bernie Vince,Melbourne,0
2017,10,Neville Jetta,Melbourne,0
2017,10,Jack Watts,Melbourne,0
2017,10,Cameron Pedersen,Melbourne,0
2017,10,Tom McDonald,Melbourne,0
2017,10,Tomas Bugg,Melbourne,0
2017,10,Dom Tyson,Melbourne,0
2017,10,Sam Frost,Melbourne,0
2017,10,Jack Viney,Melbourne,0
2017,10,Alex Neal-Bullen,Melbourne,0
2017,10,James Harmes,Melbourne,0
2017,10,Oscar McDonald,Melbourne,0
2017,10,Josh Wagner,Melbourne,0
2017,10,Jayden Hunt,Melbourne,0
2017,10,Christian Petracca,Melbourne,0
2017,10,Mitch Hannan,Melbourne,0
2017,10,Shaun Higgins,North Melbourne,7
2017,10,Jack Ziebell,North Melbourne,3
2017,10,Jarrad Waite,North Melbourne,0
2017,10,Lachlan Hansen,North Melbourne,0
2017,10,Scott Thompson,North Melbourne,0
2017,10,Todd Goldstein,North Melbourne,0
2017,10,Ben Cunnington,North Melbourne,0
2017,10,Robbie Tarrant,North Melbourne,0
2017,10,Jamie Macmillan,North Melbourne,0
2017,10,Shaun Atley,North Melbourne,0
2017,10,Aaron Mullett,North Melbourne,0
2017,10,Marley Williams,North Melbourne,0
2017,10,Sam Gibson,North Melbourne,0
2017,10,Nathan Hrovat,North Melbourne,0
2017,10,Taylor Garner,North Melbourne,0
2017,10,Luke McDonald,North Melbourne,0
2017,10,Ben Brown,North Melbourne,0
2017,10,Kayne Turner,North Melbourne,0
2017,10,Mason Wood,North Melbourne,0
2017,10,Trent Dumont,North Melbourne,0
2017,10,Ryan Clarke,North Melbourne,0
2017,10,Ed Vickers-Willis,North Melbourne,0
2017,10,Jared Polec,Port Adelaide,5
2017,10,Tom Jonas,Port Adelaide,1
2017,10,Paddy Ryder,Port Adelaide,1
2017,10,Robbie Gray,Port Adelaide,0
2017,10,Justin Westhoff,Port Adelaide,0
2017,10,Travis Boak,Port Adelaide,0
2017,10,Brad Ebert,Port Adelaide,0
2017,10,Hamish Hartlett,Port Adelaide,0
2017,10,Matthew Broadbent,Port Adelaide,0
2017,10,Jackson Trengove,Port Adelaide,0
2017,10,Jasper Pittard,Port Adelaide,0
2017,10,Charlie Dixon,Port Adelaide,0
2017,10,Jack Hombsch,Port Adelaide,0
2017,10,Aaron Young,Port Adelaide,0
2017,10,Ollie Wines,Port Adelaide,0
2017,10,Tom Clurey,Port Adelaide,0
2017,10,Jarman Impey,Port Adelaide,0
2017,10,Sam Gray,Port Adelaide,0
2017,10,Brendon Ah Chee,Port Adelaide,0
2017,10,Karl Amon,Port Adelaide,0
2017,10,Darcy Byrne-Jones,Port Adelaide,0
2017,10,Sam Powell-Pepper,Port Adelaide,0
2017,10,Dustin Martin,Richmond,10
2017,10,Alex Rance,Richmond,7
2017,10,Trent Cotchin,Richmond,6
2017,10,Brandon Ellis,Richmond,4
2017,10,Shane Edwards,Richmond,0
2017,10,Bachar Houli,Richmond,0
2017,10,Jack Riewoldt,Richmond,0
2017,10,Shaun Grigg,Richmond,0
2017,10,David Astbury,Richmond,0
2017,10,Dylan Grimes,Richmond,0
2017,10,Dion Prestia,Richmond,0
2017,10,Josh Caddy,Richmond,0
2017,10,Todd Elton,Richmond,0
2017,10,Sam Lloyd,Richmond,0
2017,10,Kamdyn McIntosh,Richmond,0
2017,10,Kane Lambert,Richmond,0
2017,10,Connor Menadue,Richmond,0
2017,10,Toby Nankervis,Richmond,0
2017,10,Daniel Rioli,Richmond,0
2017,10,Jayden Short,Richmond,0
2017,10,Jason Castagna,Richmond,0
